Genes	KOG
Glyma.09G064400	D
Glyma.15G024700	B
Glyma.15G024700	D
Glyma.04G170400	L
Glyma.05G027300	L
Glyma.06G193200	L
Glyma.17G099200	L
Glyma.16G139500	D
Glyma.02G056700	D
Glyma.17G250900	D
Glyma.10G264300	K
Glyma.03G239000	I
Glyma.19G236200	I
Glyma.10G087500	V
Glyma.10G250200	V
Glyma.18G298000	V
Glyma.01G239600	V
Glyma.03G148300	V
Glyma.01G239300	V
Glyma.10G250300	V
Glyma.03G205400	V
Glyma.09G149300	V
Glyma.19G078200	V
Glyma.17G243700	V
Glyma.08G364100	V
Glyma.19G040900	V
Glyma.16G062800	V
Glyma.01G239500	V
Glyma.19G202900	V
Glyma.20G113800	V
Glyma.10G158000	V
Glyma.02G166800	V
Glyma.02G134100	V
Glyma.16G200900	V
Glyma.12G096400	V
Glyma.02G133900	V
Glyma.16G201000	V
Glyma.05G073200	V
Glyma.16G099800	V
Glyma.07G211000	V
Glyma.06G310100	V
Glyma.07G211200	V
Glyma.10G275900	V
Glyma.02G133800	V
Glyma.16G208100	V
Glyma.11G004200	V
Glyma.07G082500	V
Glyma.06G308500	V
Glyma.20G230600	V
Glyma.16G208300	V
Glyma.07G211100	V
Glyma.09G149601	V
Glyma.02G134200	V
Glyma.09G157700	V
Glyma.13G189800	V
Glyma.06G038000	V
Glyma.04G037400	V
Glyma.09G157600	V
Glyma.09G149400	V
Glyma.16G208200	V
Glyma.20G153300	V
Glyma.03G020500	V
Glyma.19G083100	V
Glyma.02G151100	V
Glyma.02G134000	V
Glyma.10G022900	V
Glyma.17G210000	V
Glyma.07G082400	V
Glyma.20G153200	V
Glyma.20G143400	V
Glyma.03G130200	R
Glyma.05G016500	R
Glyma.13G345100	R
Glyma.06G308800	R
Glyma.16G119000	R
Glyma.17G083600	R
Glyma.09G070500	R
Glyma.02G042300	R
Glyma.02G042400	R
Glyma.08G269600	R
Glyma.19G132400	R
Glyma.06G208000	R
Glyma.03G130100	R
Glyma.15G029300	R
Glyma.16G091100	R
Glyma.18G075300	K
Glyma.08G331900	K
Glyma.07G220900	K
Glyma.20G019200	K
Glyma.10G216300	Z
Glyma.08G311700	Z
Glyma.18G103800	Z
Glyma.07G268200	D
Glyma.13G080300	D
Glyma.13G081350	D
Glyma.08G150800	H
Glyma.15G270200	H
Glyma.13G244900	F
Glyma.13G244900	P
Glyma.15G066900	F
Glyma.15G066900	P
Glyma.13G185200	F
Glyma.13G185200	P
Glyma.15G068800	F
Glyma.15G068800	P
Glyma.12G148400	F
Glyma.12G148400	P
Glyma.06G249500	F
Glyma.06G249500	P
Glyma.07G191500	F
Glyma.07G191500	P
Glyma.08G167100	V
Glyma.15G260300	V
Glyma.04G232400	P
Glyma.14G020732	P
Glyma.06G132600	P
Glyma.12G017900	P
Glyma.19G185200	P
Glyma.14G118100	P
Glyma.11G077900	P
Glyma.11G082300	P
Glyma.01G161500	P
Glyma.16G126500	P
Glyma.05G248900	P
Glyma.02G218900	P
Glyma.01G165300	P
Glyma.02G047000	P
Glyma.01G121700	P
Glyma.03G142800	P
Glyma.19G145800	P
Glyma.13G204800	C
Glyma.04G162800	C
Glyma.08G317100	C
Glyma.15G107900	C
Glyma.06G203200	C
Glyma.04G046100	R
Glyma.06G046900	R
Glyma.08G288700	K
Glyma.07G245900	R
Glyma.17G028100	R
Glyma.14G001000	E
Glyma.01G028200	H
Glyma.07G028400	H
Glyma.08G214400	H
Glyma.02G143700	H
Glyma.10G178600	H
Glyma.02G002000	H
Glyma.20G211500	H
Glyma.02G037000	H
Glyma.10G030600	H
Glyma.17G060900	R
Glyma.13G099200	R
Glyma.17G254900	O
Glyma.13G229100	O
Glyma.04G014700	O
Glyma.08G116300	O
Glyma.14G216300	O
Glyma.10G207100	O
Glyma.16G107200	O
Glyma.15G082200	O
Glyma.08G116900	O
Glyma.06G272800	O
Glyma.16G095900	O
Glyma.06G283100	O
Glyma.06G279100	O
Glyma.04G028300	O
Glyma.06G014800	O
Glyma.12G131000	O
Glyma.06G278200	O
Glyma.06G272600	O
Glyma.06G278000	O
Glyma.17G239000	O
Glyma.12G130600	O
Glyma.05G096800	O
Glyma.10G120700	O
Glyma.17G168300	O
Glyma.06G279900	O
Glyma.06G279200	O
Glyma.06G283000	O
Glyma.12G131100	O
Glyma.06G014700	O
Glyma.06G275300	O
Glyma.06G274100	O
Glyma.06G273700	O
Glyma.U044800	O
Glyma.06G273600	O
Glyma.02G140000	O
Glyma.04G041500	O
Glyma.12G131200	O
Glyma.17G126300	O
Glyma.12G123600	O
Glyma.06G042600	O
Glyma.04G014800	O
Glyma.12G077100	O
Glyma.06G272900	O
Glyma.06G273500	O
Glyma.12G123500	O
Glyma.06G174800	O
Glyma.17G049000	O
Glyma.15G225000	O
Glyma.12G130700	O
Glyma.04G190700	O
Glyma.12G208200	O
Glyma.09G069800	O
Glyma.12G127300	O
Glyma.06G273400	O
Glyma.03G226300	O
Glyma.12G130500	O
Glyma.07G205400	O
Glyma.12G127200	O
Glyma.11G144900	O
Glyma.12G131300	O
Glyma.19G223300	O
Glyma.12G131400	O
Glyma.06G273200	O
Glyma.06G275100	O
Glyma.U045200	O
Glyma.14G085800	O
Glyma.06G273800	O
Glyma.15G177800	O
Glyma.01G094900	D
Glyma.01G094900	O
Glyma.15G054000	D
Glyma.15G054000	O
Glyma.08G071700	D
Glyma.08G071700	O
Glyma.15G219100	D
Glyma.15G219100	O
Glyma.19G122300	D
Glyma.19G122300	O
Glyma.08G340900	D
Glyma.08G340900	O
Glyma.13G044300	D
Glyma.13G044300	O
Glyma.15G054100	D
Glyma.15G054100	O
Glyma.13G044200	D
Glyma.13G044200	O
Glyma.08G178500	D
Glyma.08G178500	O
Glyma.08G233500	D
Glyma.08G233500	O
Glyma.08G071600	D
Glyma.08G071600	O
Glyma.08G233300	D
Glyma.08G233300	O
Glyma.20G218800	K
Glyma.10G171500	K
Glyma.15G127400	E
Glyma.20G092400	E
Glyma.03G228300	E
Glyma.19G225600	E
Glyma.09G021000	E
Glyma.10G137700	E
Glyma.02G007800	E
Glyma.05G246700	T
Glyma.05G246700	O
Glyma.05G246700	M
Glyma.08G054900	T
Glyma.08G054900	O
Glyma.08G054900	M
Glyma.19G144900	S
Glyma.04G190500	R
Glyma.13G210700	R
Glyma.17G003700	R
Glyma.17G019100	R
Glyma.13G044600	R
Glyma.07G270200	R
Glyma.05G114500	R
Glyma.13G051500	R
Glyma.06G174900	R
Glyma.19G053300	R
Glyma.13G155600	R
Glyma.05G043600	R
Glyma.19G036800	R
Glyma.15G102100	R
Glyma.19G050600	R
Glyma.09G208000	R
Glyma.15G206300	R
Glyma.17G126100	R
Glyma.01G014100	R
Glyma.08G253700	R
Glyma.09G017500	R
Glyma.07G255200	R
Glyma.15G123200	R
Glyma.16G067500	R
Glyma.18G276000	R
Glyma.13G224700	O
Glyma.13G363400	O
Glyma.15G087700	O
Glyma.14G081600	O
Glyma.15G010400	O
Glyma.17G243800	O
Glyma.18G029800	O
Glyma.11G227700	O
Glyma.18G060300	P
Glyma.11G169300	P
Glyma.02G126000	P
Glyma.15G036300	P
Glyma.18G078600	P
Glyma.14G196200	P
Glyma.08G328000	P
Glyma.07G223200	P
Glyma.20G063100	P
Glyma.15G262800	P
Glyma.13G004400	P
Glyma.17G228600	P
Glyma.08G164400	P
Glyma.15G036200	P
Glyma.20G022500	P
Glyma.06G052000	P
Glyma.13G338300	P
Glyma.13G267851	H
Glyma.02G097300	J
Glyma.18G284200	J
Glyma.08G335900	K
Glyma.12G236800	K
Glyma.03G203000	K
Glyma.02G195000	K
Glyma.10G082800	K
Glyma.13G202300	K
Glyma.15G027400	K
Glyma.19G200800	K
Glyma.18G071000	K
Glyma.06G126700	E
Glyma.02G033900	E
Glyma.04G237300	E
Glyma.10G248800	E
Glyma.18G137100	E
Glyma.05G036300	E
Glyma.14G099200	E
Glyma.01G031700	E
Glyma.17G092400	E
Glyma.17G091100	E
Glyma.20G145000	E
Glyma.06G184100	E
Glyma.08G288100	E
Glyma.17G225500	E
Glyma.09G174400	C
Glyma.07G103200	C
Glyma.18G288200	L
Glyma.09G011000	S
Glyma.13G211500	S
Glyma.02G306900	S
Glyma.14G006200	S
Glyma.17G008100	S
Glyma.15G115400	S
Glyma.06G116300	O
Glyma.06G116300	U
Glyma.13G195700	U
Glyma.07G148800	O
Glyma.07G148800	U
Glyma.13G123800	O
Glyma.13G123800	U
Glyma.12G060500	O
Glyma.12G060500	U
Glyma.18G200000	O
Glyma.18G200000	U
Glyma.09G227200	J
Glyma.12G009600	J
Glyma.11G231000	J
Glyma.18G026100	J
Glyma.12G184900	J
Glyma.13G316400	J
Glyma.19G194922	J
Glyma.16G008300	O
Glyma.02G149800	O
Glyma.03G080300	O
Glyma.16G025100	O
Glyma.18G149800	O
Glyma.10G024100	O
Glyma.18G241800	V
Glyma.14G049600	V
Glyma.09G250700	V
Glyma.07G264400	V
Glyma.10G170900	V
Glyma.07G013900	R
Glyma.01G005100	R
Glyma.08G199300	R
Glyma.07G126600	R
Glyma.05G224500	R
Glyma.03G248700	C
Glyma.18G115500	C
Glyma.10G161700	C
Glyma.03G248500	C
Glyma.08G122600	C
Glyma.19G244200	C
Glyma.12G183100	C
Glyma.08G259500	C
Glyma.06G260200	C
Glyma.06G260300	C
Glyma.13G318000	C
Glyma.05G165200	C
Glyma.03G248600	C
Glyma.08G304000	C
Glyma.20G077200	C
Glyma.02G005200	C
Glyma.10G124800	C
Glyma.10G243600	C
Glyma.10G243700	C
Glyma.03G246700	C
Glyma.06G133700	C
Glyma.08G064100	C
Glyma.15G189300	R
Glyma.12G036700	R
Glyma.09G170000	R
Glyma.09G229500	R
Glyma.02G307300	R
Glyma.14G005700	R
Glyma.20G031100	R
Glyma.18G208000	R
Glyma.03G066700	R
Glyma.16G219500	R
Glyma.03G066600	R
Glyma.01G102600	R
Glyma.12G006800	R
Glyma.03G066800	R
Glyma.18G187600	R
Glyma.03G070100	R
Glyma.01G102900	R
Glyma.16G219400	R
Glyma.09G280800	R
Glyma.18G187900	R
Glyma.18G285800	R
Glyma.13G257200	P
Glyma.19G007700	P
Glyma.02G213700	P
Glyma.18G138400	P
Glyma.06G182700	P
Glyma.05G007100	P
Glyma.02G035000	P
Glyma.01G030500	P
Glyma.15G057700	P
Glyma.08G286700	P
Glyma.08G261200	E
Glyma.20G148900	E
Glyma.19G158800	E
Glyma.03G156500	E
Glyma.15G041700	G
Glyma.02G019400	G
Glyma.11G143500	G
Glyma.12G066800	G
Glyma.01G044200	G
Glyma.13G332500	G
Glyma.09G263900	G
Glyma.18G228100	G
Glyma.08G270000	R
Glyma.13G198300	R
Glyma.15G229100	R
Glyma.13G198400	R
Glyma.11G158900	R
Glyma.13G191600	R
Glyma.13G191400	R
Glyma.15G191200	U
Glyma.09G083100	U
Glyma.18G022500	U
Glyma.09G279400	U
Glyma.02G260400	U
Glyma.11G234500	U
Glyma.06G322300	A
Glyma.09G271700	A
Glyma.18G050300	A
Glyma.16G002200	A
Glyma.02G237800	A
Glyma.04G111900	A
Glyma.12G165700	A
Glyma.18G217500	A
Glyma.14G206800	A
Glyma.11G200400	A
Glyma.03G001400	A
Glyma.16G221200	A
Glyma.15G113800	S
Glyma.09G009300	S
Glyma.15G246900	S
Glyma.07G156300	S
Glyma.16G059801	S
Glyma.10G280800	S
Glyma.19G087200	S
Glyma.20G108800	S
Glyma.19G087300	S
Glyma.01G162700	E
Glyma.04G020800	E
Glyma.07G253200	E
Glyma.20G132000	E
Glyma.20G248500	E
Glyma.06G021000	E
Glyma.19G018100	E
Glyma.09G136600	E
Glyma.10G297300	E
Glyma.16G182000	E
Glyma.13G212700	E
Glyma.10G259100	E
Glyma.05G104400	E
Glyma.02G044100	E
Glyma.13G066500	E
Glyma.17G163900	E
Glyma.17G021200	E
Glyma.15G099900	E
Glyma.11G080700	E
Glyma.11G050400	E
Glyma.04G042100	E
Glyma.05G018300	E
Glyma.17G238200	E
Glyma.14G086300	E
Glyma.03G096900	E
Glyma.06G043000	E
Glyma.01G223900	G
Glyma.16G041700	G
Glyma.17G061300	G
Glyma.01G173300	G
Glyma.19G003300	G
Glyma.19G057200	G
Glyma.11G019200	G
Glyma.08G223600	G
Glyma.19G110700	G
Glyma.19G141700	R
Glyma.02G227000	R
Glyma.14G016300	R
Glyma.18G062200	R
Glyma.03G138600	R
Glyma.09G102900	R
Glyma.12G237300	R
Glyma.07G126800	R
Glyma.08G031400	R
Glyma.14G194100	R
Glyma.10G100400	R
Glyma.01G005000	R
Glyma.13G202800	R
Glyma.15G274800	R
Glyma.02G296600	R
Glyma.11G174400	R
Glyma.18G020000	A
Glyma.11G237200	A
Glyma.06G164800	A
Glyma.04G200700	A
Glyma.11G066900	K
Glyma.10G108600	K
Glyma.03G134600	K
Glyma.01G174900	K
Glyma.02G185900	K
Glyma.05G072000	K
Glyma.16G035400	K
Glyma.19G117700	K
Glyma.01G042900	K
Glyma.04G157100	K
Glyma.20G072400	Q
Glyma.10G121524	Q
Glyma.07G030000	I
Glyma.08G212900	I
Glyma.16G155300	K
Glyma.08G041100	K
Glyma.13G050300	K
Glyma.06G086400	K
Glyma.05G144500	K
Glyma.07G016800	K
Glyma.08G255200	K
Glyma.13G093800	K
Glyma.20G115600	K
Glyma.19G039000	K
Glyma.10G210500	K
Glyma.09G184600	K
Glyma.18G010800	K
Glyma.08G100900	K
Glyma.10G274300	K
Glyma.19G049400	K
Glyma.10G021400	K
Glyma.01G169400	K
Glyma.04G166300	K
Glyma.05G233700	K
Glyma.15G145200	K
Glyma.11G246400	K
Glyma.20G180100	K
Glyma.17G102200	K
Glyma.06G059600	K
Glyma.07G091400	K
Glyma.04G058900	K
Glyma.09G040000	K
Glyma.04G228300	K
Glyma.02G073900	K
Glyma.17G066600	K
Glyma.08G202100	K
Glyma.18G278100	K
Glyma.09G198800	I
Glyma.14G193100	I
Glyma.02G226200	I
Glyma.10G003300	I
Glyma.16G118100	I
Glyma.14G193000	I
Glyma.15G118400	P
Glyma.11G071500	P
Glyma.03G239800	P
Glyma.15G118500	P
Glyma.19G236700	P
Glyma.19G175100	P
Glyma.07G065800	P
Glyma.17G006300	P
Glyma.09G130900	P
Glyma.09G013700	P
Glyma.10G203200	P
Glyma.13G332001	P
Glyma.04G106500	P
Glyma.05G119300	P
Glyma.17G026000	P
Glyma.01G082600	P
Glyma.03G183300	P
Glyma.09G013800	P
Glyma.09G255100	P
Glyma.08G072700	P
Glyma.11G144500	P
Glyma.10G264100	P
Glyma.09G130500	P
Glyma.05G232300	P
Glyma.13G290800	P
Glyma.10G264000	P
Glyma.07G130000	P
Glyma.09G130800	P
Glyma.09G138500	P
Glyma.02G160500	P
Glyma.20G162900	P
Glyma.05G086600	P
Glyma.16G032400	P
Glyma.10G045700	P
Glyma.10G055300	P
Glyma.05G157900	P
Glyma.17G016800	P
Glyma.07G098500	P
Glyma.06G106700	P
Glyma.15G104400	P
Glyma.09G185400	P
Glyma.11G234100	P
Glyma.15G147400	P
Glyma.05G211600	P
Glyma.13G142400	P
Glyma.04G003700	P
Glyma.09G179900	P
Glyma.17G029900	P
Glyma.17G021900	P
Glyma.09G131100	P
Glyma.01G141700	P
Glyma.17G006200	P
Glyma.02G260700	P
Glyma.16G150100	P
Glyma.11G238000	P
Glyma.04G227000	P
Glyma.13G133600	P
Glyma.06G168300	P
Glyma.03G212400	P
Glyma.20G232200	P
Glyma.03G236200	P
Glyma.16G080400	P
Glyma.09G130600	P
Glyma.11G091400	P
Glyma.19G041100	P
Glyma.16G189200	P
Glyma.10G235700	P
Glyma.02G222700	P
Glyma.09G045200	P
Glyma.09G188200	P
Glyma.16G178300	P
Glyma.10G156100	P
Glyma.20G126200	P
Glyma.16G178400	P
Glyma.02G068700	P
Glyma.02G298100	P
Glyma.05G181500	P
Glyma.15G051900	P
Glyma.07G244000	P
Glyma.07G088600	P
Glyma.02G222600	P
Glyma.12G079500	P
Glyma.08G180500	P
Glyma.14G051600	P
Glyma.20G126300	P
Glyma.10G152100	P
Glyma.07G248100	P
Glyma.19G001000	P
Glyma.09G119500	P
Glyma.18G019300	P
Glyma.02G091400	P
Glyma.05G117801	P
Glyma.10G171800	P
Glyma.09G130400	P
Glyma.16G178500	P
Glyma.14G189500	P
Glyma.10G112000	P
Glyma.15G122200	P
Glyma.09G179800	P
Glyma.08G139200	P
Glyma.07G257300	P
Glyma.14G123300	P
Glyma.15G198801	P
Glyma.12G177600	P
Glyma.07G267700	P
Glyma.03G174100	P
Glyma.11G218850	P
Glyma.15G042200	P
Glyma.19G184100	P
Glyma.18G022900	P
Glyma.13G208400	P
Glyma.14G189600	P
Glyma.16G178000	P
Glyma.08G017900	P
Glyma.12G033200	P
Glyma.12G075300	P
Glyma.12G210500	P
Glyma.08G011100	P
Glyma.16G177900	P
Glyma.19G039500	P
Glyma.08G039700	P
Glyma.16G178100	P
Glyma.10G230600	P
Glyma.19G209500	P
Glyma.20G187100	P
Glyma.05G203700	P
Glyma.18G291700	P
Glyma.04G197300	P
Glyma.15G085100	P
Glyma.10G230500	P
Glyma.20G218500	P
Glyma.08G074300	P
Glyma.11G194600	P
Glyma.16G178200	P
Glyma.09G120000	P
Glyma.07G090500	P
Glyma.18G238000	P
Glyma.04G172800	G
Glyma.19G020700	G
Glyma.17G098400	G
Glyma.13G064200	G
Glyma.U031515	G
Glyma.18G257700	G
Glyma.09G239800	G
Glyma.07G102900	G
Glyma.06G191500	G
Glyma.14G059000	K
Glyma.09G088300	K
Glyma.11G250300	K
Glyma.18G006900	K
Glyma.13G225100	K
Glyma.15G196400	K
Glyma.07G212500	U
Glyma.08G269700	U
Glyma.16G091200	U
Glyma.02G132400	U
Glyma.02G126800	U
Glyma.13G213600	A
Glyma.20G036400	A
Glyma.11G236400	A
Glyma.04G169300	A
Glyma.03G180200	A
Glyma.07G215200	A
Glyma.05G182200	A
Glyma.02G310000	A
Glyma.10G265800	A
Glyma.01G047700	A
Glyma.15G001100	A
Glyma.13G372600	A
Glyma.05G010700	A
Glyma.19G180900	A
Glyma.18G020800	A
Glyma.02G103800	A
Glyma.14G002700	A
Glyma.17G118400	A
Glyma.17G086800	R
Glyma.09G029700	R
Glyma.16G181300	R
Glyma.16G181200	R
Glyma.19G172800	R
Glyma.15G135500	R
Glyma.02G070100	J
Glyma.16G151700	J
Glyma.08G246800	J
Glyma.14G145600	J
Glyma.01G227700	J
Glyma.11G015300	J
Glyma.06G203300	E
Glyma.04G162700	E
Glyma.14G004100	G
Glyma.14G040700	G
Glyma.02G308800	G
Glyma.17G006000	G
Glyma.07G267900	G
Glyma.09G013900	G
Glyma.15G118600	G
Glyma.02G275500	G
Glyma.07G259200	I
Glyma.18G302100	I
Glyma.13G330000	R
Glyma.19G044200	C
Glyma.10G236200	C
Glyma.02G101300	C
Glyma.20G012500	C
Glyma.05G138800	C
Glyma.07G174600	C
Glyma.20G158300	C
Glyma.08G308000	C
Glyma.18G109600	C
Glyma.12G240900	T
Glyma.12G240900	K
Glyma.12G240900	I
Glyma.03G209600	R
Glyma.04G198400	R
Glyma.08G025100	R
Glyma.05G202700	R
Glyma.20G066500	R
Glyma.15G149800	R
Glyma.05G036500	R
Glyma.18G301200	R
Glyma.06G125800	R
Glyma.13G002700	R
Glyma.05G122200	R
Glyma.15G211800	R
Glyma.04G198600	R
Glyma.17G090800	R
Glyma.08G010000	R
Glyma.05G202600	R
Glyma.08G183500	R
Glyma.18G301100	R
Glyma.13G169700	R
Glyma.12G234500	R
Glyma.02G088400	R
Glyma.06G166900	R
Glyma.08G360400	R
Glyma.15G049200	R
Glyma.06G122200	R
Glyma.04G198500	R
Glyma.19G009800	R
Glyma.14G160100	R
Glyma.13G041300	R
Glyma.13G037900	R
Glyma.14G120300	R
Glyma.13G264400	R
Glyma.06G166800	R
Glyma.08G009900	R
Glyma.06G167000	R
Glyma.09G043200	R
Glyma.08G077200	R
Glyma.19G232200	R
Glyma.19G009900	R
Glyma.18G295100	R
Glyma.15G210400	R
Glyma.14G159900	R
Glyma.04G241400	R
Glyma.08G360500	R
Glyma.15G111700	J
Glyma.07G114900	J
Glyma.09G007300	J
Glyma.03G110100	J
Glyma.11G247900	L
Glyma.18G009300	L
Glyma.13G132400	C
Glyma.19G173600	C
Glyma.03G262000	C
Glyma.15G061300	C
Glyma.07G048300	C
Glyma.03G172700	C
Glyma.18G110900	C
Glyma.16G017200	C
Glyma.10G044700	C
Glyma.11G070800	C
Glyma.01G172400	C
Glyma.13G253600	C
Glyma.19G261100	C
Glyma.16G001900	J
Glyma.07G273500	J
Glyma.12G165301	J
Glyma.17G001400	J
Glyma.10G245200	J
Glyma.06G113700	J
Glyma.11G006600	J
Glyma.01G236600	J
Glyma.20G149400	J
Glyma.11G037700	V
Glyma.05G064700	V
Glyma.01G205200	V
Glyma.17G146500	V
Glyma.11G098300	U
Glyma.12G024500	U
Glyma.17G225200	R
Glyma.01G121218	R
Glyma.07G150800	R
Glyma.02G058300	R
Glyma.06G319800	R
Glyma.15G027300	R
Glyma.07G036100	R
Glyma.03G057300	R
Glyma.18G201700	R
Glyma.14G099700	R
Glyma.16G005400	R
Glyma.07G271400	R
Glyma.17G051600	R
Glyma.13G347000	R
Glyma.17G002600	R
Glyma.09G068500	R
Glyma.13G107700	R
Glyma.04G071900	K
Glyma.06G073200	K
Glyma.14G023900	O
Glyma.16G129800	O
Glyma.02G290800	O
Glyma.02G049400	O
Glyma.08G315900	O
Glyma.18G097000	O
Glyma.04G190800	O
Glyma.18G067800	L
Glyma.02G304300	L
Glyma.08G334900	L
Glyma.19G191200	J
Glyma.02G081200	I
Glyma.02G081100	I
Glyma.11G010000	I
Glyma.07G144400	I
Glyma.14G043500	I
Glyma.02G273300	I
Glyma.11G110300	I
Glyma.03G125800	O
Glyma.09G072100	O
Glyma.13G112500	O
Glyma.07G219000	O
Glyma.15G180900	O
Glyma.20G017200	O
Glyma.17G047200	O
Glyma.06G268300	O
Glyma.19G128300	O
Glyma.03G103600	O
Glyma.20G036200	A
Glyma.02G107900	A
Glyma.02G064100	A
Glyma.01G048200	A
Glyma.02G108000	A
Glyma.16G028200	A
Glyma.02G064400	A
Glyma.02G064200	A
Glyma.03G194500	A
Glyma.07G059300	A
Glyma.02G064300	A
Glyma.01G048400	A
Glyma.20G036100	A
Glyma.13G146200	G
Glyma.03G185800	G
Glyma.19G186000	G
Glyma.15G038100	G
Glyma.10G059500	G
Glyma.13G336200	G
Glyma.10G123200	A
Glyma.20G075100	A
Glyma.03G184600	O
Glyma.08G343800	J
Glyma.16G082800	J
Glyma.13G177800	J
Glyma.13G237800	J
Glyma.18G151800	J
Glyma.15G075600	J
Glyma.07G198600	J
Glyma.08G218500	C
Glyma.07G023400	C
Glyma.14G037800	P
Glyma.10G131500	P
Glyma.08G029300	P
Glyma.09G262000	P
Glyma.08G064600	P
Glyma.03G233700	P
Glyma.17G229700	P
Glyma.18G230100	P
Glyma.16G203200	P
Glyma.14G200100	P
Glyma.09G152300	P
Glyma.16G039700	P
Glyma.07G073700	P
Glyma.05G222500	P
Glyma.19G230900	P
Glyma.18G057400	P
Glyma.12G241200	P
Glyma.12G008100	P
Glyma.03G014000	P
Glyma.14G093900	P
Glyma.13G131200	P
Glyma.07G184800	P
Glyma.18G023000	P
Glyma.18G023700	P
Glyma.11G164200	P
Glyma.02G218800	P
Glyma.10G089900	P
Glyma.06G178500	P
Glyma.11G229400	P
Glyma.08G057800	P
Glyma.18G023800	P
Glyma.05G207100	O
Glyma.11G024000	O
Glyma.02G149100	O
Glyma.08G013800	O
Glyma.01G219400	O
Glyma.10G024600	O
Glyma.03G151500	O
Glyma.08G013900	O
Glyma.05G240100	O
Glyma.17G223900	O
Glyma.11G024100	O
Glyma.08G047200	O
Glyma.19G154100	O
Glyma.01G007700	U
Glyma.16G078500	U
Glyma.18G087600	U
Glyma.20G017300	U
Glyma.02G296700	U
Glyma.10G149700	L
Glyma.20G238600	L
Glyma.05G014200	L
Glyma.07G261000	Z
Glyma.09G003900	Z
Glyma.02G008800	Z
Glyma.06G306300	Z
Glyma.12G098400	Z
Glyma.11G031800	Z
Glyma.15G108200	Z
Glyma.01G210200	Z
Glyma.10G009300	Z
Glyma.05G058300	Z
Glyma.17G013000	Z
Glyma.17G140700	Z
Glyma.10G195600	U
Glyma.01G004500	U
Glyma.07G127300	U
Glyma.05G224200	U
Glyma.08G031200	U
Glyma.19G236400	K
Glyma.13G207500	K
Glyma.08G148200	K
Glyma.15G261300	K
Glyma.10G155900	K
Glyma.08G165700	K
Glyma.18G007100	K
Glyma.06G169600	K
Glyma.04G196200	K
Glyma.20G232400	K
Glyma.13G207700	K
Glyma.15G227300	K
Glyma.13G189400	K
Glyma.14G038800	K
Glyma.05G043300	O
Glyma.04G190200	O
Glyma.06G175300	O
Glyma.17G130100	C
Glyma.15G273900	C
Glyma.08G155200	C
Glyma.05G048000	C
Glyma.07G214700	Q
Glyma.05G223400	Q
Glyma.17G171100	Q
Glyma.08G030500	Q
Glyma.08G175700	Q
Glyma.02G103500	Q
Glyma.01G187700	Q
Glyma.11G054500	Q
Glyma.08G104000	Q
Glyma.08G103900	Q
Glyma.05G147000	Q
Glyma.01G004200	Q
Glyma.15G250900	Q
Glyma.08G030400	Q
Glyma.05G214100	C
Glyma.05G213800	C
Glyma.11G114400	C
Glyma.12G040300	C
Glyma.08G020300	C
Glyma.08G020600	C
Glyma.05G214200	C
Glyma.05G089400	R
Glyma.02G111400	U
Glyma.19G025800	U
Glyma.09G234700	U
Glyma.17G149800	U
Glyma.13G060700	U
Glyma.17G040400	U
Glyma.18G221900	U
Glyma.05G067700	U
Glyma.01G052800	U
Glyma.13G119900	U
Glyma.06G196300	U
Glyma.14G039100	K
Glyma.13G073200	K
Glyma.04G195100	K
Glyma.02G276600	K
Glyma.06G170900	K
Glyma.16G153800	J
Glyma.02G072700	J
Glyma.10G136100	J
Glyma.13G222400	J
Glyma.15G089800	J
Glyma.20G085800	J
Glyma.02G066500	C
Glyma.12G199400	C
Glyma.13G302900	C
Glyma.16G147600	C
Glyma.02G066400	C
Glyma.10G259900	O
Glyma.10G259900	C
Glyma.20G131000	O
Glyma.20G131000	C
Glyma.02G053300	O
Glyma.02G053300	C
Glyma.14G219400	O
Glyma.14G219400	C
Glyma.09G102100	R
Glyma.06G304900	R
Glyma.02G289300	R
Glyma.14G025700	R
Glyma.18G102400	R
Glyma.12G099700	R
Glyma.03G033900	R
Glyma.12G195900	R
Glyma.03G107800	R
Glyma.19G235700	R
Glyma.11G166337	R
Glyma.09G245400	R
Glyma.18G247800	R
Glyma.03G153800	R
Glyma.01G133900	R
Glyma.13G306600	R
Glyma.07G119100	R
Glyma.17G230300	A
Glyma.14G093200	A
Glyma.06G051200	A
Glyma.11G013900	A
Glyma.01G230700	A
Glyma.17G024400	R
Glyma.15G217400	R
Glyma.05G008400	R
Glyma.10G170800	R
Glyma.20G219100	R
Glyma.17G126800	R
Glyma.15G095500	R
Glyma.05G044300	R
Glyma.14G050000	R
Glyma.18G241300	R
Glyma.02G267500	R
Glyma.10G020600	R
Glyma.17G116700	R
Glyma.02G153700	R
Glyma.02G153600	R
Glyma.10G020700	R
Glyma.04G192100	R
Glyma.06G173700	R
Glyma.09G251200	R
Glyma.08G232700	R
Glyma.07G250000	R
Glyma.13G217000	R
Glyma.01G207700	J
Glyma.05G061400	J
Glyma.11G034700	J
Glyma.17G143200	J
Glyma.17G145600	I
Glyma.05G063900	I
Glyma.07G239200	I
Glyma.17G034100	I
Glyma.18G139700	I
Glyma.08G285500	I
Glyma.03G119400	I
Glyma.07G246300	I
Glyma.09G191700	I
Glyma.07G085200	I
Glyma.17G027700	I
Glyma.17G027600	I
