KOG	Genes
KOG1493	Glyma.10G084500
KOG0014	Glyma.10G084700
KOG0014	Glyma.10G084800
KOG0014	Glyma.10G085100
KOG0014	Glyma.10G085600
KOG0014	Glyma.10G085700
KOG0014	Glyma.10G085900
KOG0014	Glyma.10G086400
KOG0061	Glyma.10G086800
KOG0032	Glyma.10G087100
KOG1515	Glyma.10G087500
KOG2195	Glyma.10G088000
KOG1441	Glyma.10G088400
KOG0676	Glyma.10G089200
KOG2335	Glyma.10G089600
KOG1650	Glyma.10G089900
KOG1269	Glyma.10G090500
KOG0029	Glyma.10G090700
KOG1994	Glyma.10G091300
KOG1187	Glyma.10G091400
KOG2607	Glyma.10G091600
KOG0087	Glyma.10G092700
KOG0143	Glyma.10G092800
KOG2729	Glyma.10G093400
KOG1303	Glyma.10G094000
KOG0284	Glyma.10G094100
KOG0719	Glyma.10G094400
KOG0198	Glyma.10G094500
KOG0583	Glyma.10G094500
KOG1989	Glyma.10G094500
KOG0661	Glyma.10G094500
KOG1505	Glyma.10G095500
KOG0987	Glyma.10G096000
KOG0417	Glyma.10G096200
KOG4523	Glyma.10G096300
KOG3261	Glyma.10G097900
KOG1187	Glyma.10G098400
KOG3430	Glyma.10G099100
KOG1021	Glyma.10G099700
KOG1347	Glyma.10G099900
KOG1595	Glyma.10G100400
KOG1187	Glyma.10G100600
KOG0707	Glyma.10G100800
KOG2953	Glyma.10G102000
KOG0266	Glyma.10G102400
KOG0032	Glyma.10G103100
KOG3183	Glyma.10G103400
KOG4730	Glyma.10G104100
KOG1282	Glyma.10G104300
KOG2726	Glyma.10G105300
KOG2525	Glyma.10G105400
KOG2788	Glyma.10G105900
KOG0037	Glyma.10G106400
KOG3101	Glyma.10G106900
KOG2711	Glyma.10G107100
KOG0581	Glyma.10G107500
KOG1597	Glyma.10G108600
KOG3216	Glyma.10G109000
KOG1187	Glyma.10G109200
KOG1303	Glyma.10G109500
KOG1454	Glyma.10G111700
KOG4821	Glyma.10G111800
KOG1603	Glyma.10G112000
KOG2176	Glyma.10G112400
KOG0150	Glyma.10G112900
KOG2352	Glyma.10G113000
KOG0404	Glyma.10G113100
KOG0907	Glyma.10G114400
KOG0156	Glyma.10G114600
KOG0156	Glyma.10G115300
KOG0156	Glyma.10G115400
KOG0156	Glyma.10G115500
KOG0156	Glyma.10G116000
KOG0156	Glyma.10G116200
KOG2861	Glyma.10G116500
KOG0305	Glyma.10G117000
KOG0876	Glyma.10G117100
KOG4073	Glyma.10G117200
KOG0598	Glyma.10G118100
KOG2350	Glyma.10G118800
KOG4372	Glyma.10G119200
KOG0032	Glyma.10G120300
KOG1032	Glyma.10G120400
KOG1543	Glyma.10G120700
KOG1872	Glyma.10G120900
KOG1599	Glyma.10G121524
KOG1187	Glyma.10G121530
KOG2344	Glyma.10G121536
KOG1051	Glyma.10G121542
KOG0114	Glyma.10G122100
KOG0121	Glyma.10G122100
KOG0126	Glyma.10G122100
KOG2484	Glyma.10G122200
KOG0143	Glyma.10G123000
KOG3274	Glyma.10G123100
KOG1644	Glyma.10G123200
KOG0859	Glyma.10G123500
KOG0522	Glyma.10G124300
KOG0522	Glyma.10G124500
KOG1575	Glyma.10G124800
KOG3222	Glyma.10G125100
KOG1187	Glyma.10G126700
KOG0472	Glyma.10G126700
KOG2881	Glyma.10G127000
KOG0799	Glyma.10G127100
KOG1973	Glyma.10G127700
KOG3300	Glyma.10G128100
KOG1399	Glyma.10G128700
KOG2791	Glyma.10G128800
KOG0472	Glyma.10G128866
KOG0472	Glyma.10G129000
KOG0472	Glyma.10G129400
KOG0641	Glyma.10G129800
KOG1407	Glyma.10G129800
KOG0315	Glyma.10G129800
KOG4569	Glyma.10G130800
KOG1650	Glyma.10G131500
KOG0116	Glyma.10G131700
KOG0550	Glyma.10G132800
KOG3181	Glyma.10G133100
KOG3467	Glyma.10G133500
KOG3181	Glyma.10G133800
KOG0131	Glyma.10G134100
KOG1670	Glyma.10G136100
KOG2826	Glyma.10G136400
KOG1549	Glyma.10G137700
KOG3387	Glyma.10G137900
KOG1311	Glyma.10G138200
KOG0048	Glyma.10G139000
KOG3109	Glyma.10G139400
KOG0880	Glyma.10G139500
KOG3345	Glyma.10G140000
KOG2753	Glyma.10G140700
KOG0331	Glyma.10G140900
KOG2641	Glyma.10G141000
KOG2519	Glyma.10G141800
KOG1237	Glyma.10G142000
KOG0048	Glyma.10G142200
KOG1773	Glyma.10G142700
KOG0014	Glyma.10G142900
KOG1339	Glyma.10G143500
KOG1187	Glyma.10G144200
KOG4755	Glyma.10G144800
KOG0070	Glyma.10G145100
KOG2355	Glyma.10G145200
KOG1950	Glyma.10G145300
KOG3195	Glyma.10G145400
KOG2414	Glyma.10G146000
KOG2551	Glyma.10G146100
KOG2601	Glyma.10G146600
KOG4693	Glyma.10G146700
KOG1877	Glyma.10G146900
KOG0773	Glyma.10G147000
KOG0674	Glyma.10G147600
KOG0077	Glyma.10G147800
KOG0328	Glyma.10G148300
KOG0335	Glyma.10G148300
KOG0330	Glyma.10G148300
KOG2207	Glyma.10G148600
KOG4793	Glyma.10G148900
KOG0809	Glyma.10G149000
KOG2177	Glyma.10G149400
KOG0239	Glyma.10G149500
KOG0698	Glyma.10G149600
KOG1653	Glyma.10G149700
KOG2889	Glyma.10G149900
KOG0266	Glyma.10G150000
KOG0698	Glyma.10G150100
KOG1714	Glyma.10G150800
KOG3434	Glyma.10G151200
KOG4431	Glyma.10G151300
KOG1727	Glyma.10G151800
KOG1603	Glyma.10G152100
KOG0039	Glyma.10G152200
KOG2111	Glyma.10G152500
KOG1356	Glyma.10G153000
KOG1019	Glyma.10G153800
KOG2850	Glyma.10G154000
KOG3080	Glyma.10G154500
KOG1950	Glyma.10G154600
KOG3114	Glyma.10G154800
KOG0725	Glyma.10G155300
KOG1211	Glyma.10G155400
KOG1657	Glyma.10G155900
KOG3372	Glyma.10G156000
KOG1603	Glyma.10G156100
KOG1187	Glyma.10G156200
KOG2841	Glyma.10G156300
KOG1187	Glyma.10G157500
KOG2109	Glyma.10G157700
KOG4747	Glyma.10G157800
KOG1515	Glyma.10G158000
KOG0835	Glyma.10G158100
KOG1748	Glyma.10G158500
KOG1965	Glyma.10G158700
KOG0659	Glyma.10G158800
KOG0279	Glyma.10G159000
KOG0192	Glyma.10G159200
KOG1252	Glyma.10G159700
KOG1252	Glyma.10G159800
KOG1018	Glyma.10G160200
KOG3424	Glyma.10G160300
KOG0029	Glyma.10G160500
KOG2931	Glyma.10G161000
KOG3324	Glyma.10G161100
KOG4282	Glyma.10G161200
KOG0589	Glyma.10G161400
KOG1730	Glyma.10G161600
KOG1575	Glyma.10G161700
KOG0027	Glyma.10G161900
KOG1429	Glyma.10G162000
KOG2660	Glyma.10G162800
KOG1760	Glyma.10G162900
KOG3142	Glyma.10G163000
KOG1187	Glyma.10G163200
KOG2835	Glyma.10G163700
KOG3227	Glyma.10G164100
KOG1187	Glyma.10G164700
KOG1082	Glyma.10G165500
KOG0522	Glyma.10G165700
KOG0048	Glyma.10G165800
KOG1368	Glyma.10G166000
KOG0226	Glyma.10G166200
KOG0032	Glyma.10G166600
KOG2361	Glyma.10G167200
KOG0519	Glyma.10G167300
KOG3409	Glyma.10G167500
KOG1187	Glyma.10G169200
KOG2778	Glyma.10G170500
KOG1677	Glyma.10G170800
KOG1572	Glyma.10G170900
KOG1339	Glyma.10G171300
KOG1548	Glyma.10G171500
KOG0087	Glyma.10G171600
KOG0565	Glyma.10G171700
KOG1603	Glyma.10G171800
KOG1246	Glyma.10G171900
KOG2761	Glyma.10G172100
KOG1454	Glyma.10G172600
KOG0053	Glyma.10G172700
KOG3399	Glyma.10G173200
KOG1363	Glyma.10G173300
KOG4711	Glyma.10G173400
KOG3407	Glyma.10G174000
KOG0223	Glyma.10G174400
KOG2366	Glyma.10G174500
KOG2238	Glyma.10G174700
KOG4836	Glyma.10G175000
KOG4843	Glyma.10G175900
KOG1844	Glyma.10G176200
KOG3178	Glyma.10G176500
KOG3178	Glyma.10G176600
KOG3178	Glyma.10G176700
KOG2855	Glyma.10G176900
KOG1231	Glyma.10G177100
KOG1187	Glyma.10G177300
KOG0027	Glyma.10G178400
KOG0070	Glyma.10G178500
KOG1540	Glyma.10G178600
KOG2323	Glyma.10G178900
KOG4642	Glyma.10G179500
KOG0583	Glyma.10G179600
KOG4484	Glyma.10G179800
KOG2662	Glyma.10G180200
KOG3142	Glyma.10G180400
KOG1339	Glyma.10G180500
KOG1735	Glyma.10G180700
KOG0048	Glyma.10G180800
KOG4172	Glyma.10G181100
KOG3421	Glyma.10G182500
KOG3221	Glyma.10G182600
KOG4280	Glyma.10G182800
KOG1238	Glyma.10G183000
KOG2329	Glyma.10G183100
KOG1944	Glyma.10G183500
KOG4658	Glyma.10G184300
KOG4658	Glyma.10G184400
KOG2275	Glyma.10G184900
KOG0032	Glyma.10G186000
KOG0583	Glyma.10G186000
KOG3459	Glyma.10G186300
KOG0374	Glyma.10G186600
KOG3180	Glyma.10G187300
KOG0797	Glyma.10G188100
KOG2722	Glyma.10G189000
KOG4205	Glyma.10G189500
KOG2372	Glyma.10G190400
KOG0048	Glyma.10G191000
KOG2914	Glyma.10G191200
KOG3085	Glyma.10G191200
KOG4209	Glyma.10G191400
KOG1398	Glyma.10G191600
KOG0869	Glyma.10G192000
KOG0192	Glyma.10G192700
KOG0406	Glyma.10G192900
KOG2074	Glyma.10G193000
KOG0876	Glyma.10G193500
KOG2440	Glyma.10G194300
KOG0279	Glyma.10G194500
KOG0753	Glyma.10G194600
KOG2824	Glyma.10G195200
KOG1655	Glyma.10G195600
KOG1187	Glyma.10G195700
KOG2839	Glyma.10G195900
KOG1051	Glyma.10G196300
KOG4658	Glyma.10G196750
KOG0470	Glyma.10G197000
KOG0080	Glyma.10G197400
KOG1496	Glyma.10G197700
KOG1176	Glyma.10G197800
KOG1176	Glyma.10G197900
KOG0379	Glyma.10G198000
KOG2191	Glyma.10G198300
KOG1744	Glyma.10G198500
KOG4172	Glyma.10G198600
KOG1716	Glyma.10G200100
KOG0771	Glyma.10G200200
KOG4453	Glyma.10G200500
KOG0592	Glyma.10G200600
KOG0156	Glyma.10G200800
KOG0557	Glyma.10G201000
KOG1089	Glyma.10G201300
KOG1303	Glyma.10G201600
KOG2033	Glyma.10G201900
KOG4282	Glyma.10G202300
KOG0156	Glyma.10G202400
KOG1603	Glyma.10G203200
KOG0156	Glyma.10G203500
KOG2816	Glyma.10G203700
KOG1303	Glyma.10G204100
KOG3419	Glyma.10G204500
KOG4172	Glyma.10G204900
KOG0881	Glyma.10G206100
KOG0048	Glyma.10G206400
KOG0048	Glyma.10G206500
KOG1542	Glyma.10G207100
KOG1282	Glyma.10G207300
KOG1820	Glyma.10G207500
KOG4523	Glyma.10G207600
KOG3691	Glyma.10G207900
KOG0092	Glyma.10G208300
KOG1315	Glyma.10G208700
KOG1303	Glyma.10G208800
KOG1488	Glyma.10G209000
KOG2605	Glyma.10G209100
KOG0061	Glyma.10G209200
KOG2825	Glyma.10G209300
KOG1601	Glyma.10G210500
KOG1220	Glyma.10G210700
KOG2194	Glyma.10G210900
KOG0223	Glyma.10G211000
KOG1455	Glyma.10G211200
KOG0513	Glyma.10G211300
KOG1235	Glyma.10G212000
KOG2890	Glyma.10G212100
KOG0421	Glyma.10G212200
KOG1878	Glyma.10G212600
KOG0768	Glyma.10G213200
KOG3366	Glyma.10G213400
KOG3024	Glyma.10G214100
KOG0131	Glyma.10G214800
KOG1838	Glyma.10G214900
KOG0557	Glyma.10G215400
KOG3178	Glyma.10G215700
KOG4188	Glyma.10G216200
KOG1523	Glyma.10G216300
KOG3140	Glyma.10G216600
KOG1686	Glyma.10G216700
KOG0032	Glyma.10G216900
KOG0032	Glyma.10G217000
KOG0061	Glyma.10G217300
KOG4628	Glyma.10G217500
KOG4277	Glyma.10G217600
KOG2159	Glyma.10G217700
KOG2619	Glyma.10G217800
KOG0637	Glyma.10G217900
KOG0789	Glyma.10G218100
KOG1088	Glyma.10G218300
KOG1187	Glyma.10G218800
KOG0108	Glyma.10G219500
KOG0874	Glyma.10G219700
KOG3174	Glyma.10G219900
KOG2554	Glyma.10G220000
KOG4393	Glyma.10G220000
KOG0394	Glyma.10G220100
KOG3367	Glyma.10G220400
KOG1187	Glyma.10G220700
KOG0864	Glyma.10G220800
KOG0565	Glyma.10G221000
KOG0223	Glyma.10G221100
KOG2686	Glyma.10G221200
KOG0768	Glyma.10G221300
KOG2649	Glyma.10G221400
KOG3311	Glyma.10G221600
KOG1441	Glyma.10G221700
KOG1187	Glyma.10G222600
KOG4442	Glyma.10G222800
KOG1311	Glyma.10G222900
KOG3058	Glyma.10G224051
KOG0910	Glyma.10G224100
KOG3311	Glyma.10G224200
KOG2502	Glyma.10G224900
KOG4282	Glyma.10G225200
KOG2871	Glyma.10G225500
KOG4473	Glyma.10G225900
KOG0629	Glyma.10G226100
KOG0629	Glyma.10G226200
KOG0192	Glyma.10G226300
KOG1427	Glyma.10G226900
KOG1187	Glyma.10G227000
KOG0629	Glyma.10G227600
KOG1974	Glyma.10G227900
KOG0472	Glyma.10G228000
KOG0472	Glyma.10G228100
KOG0472	Glyma.10G228200
KOG0472	Glyma.10G228600
KOG1333	Glyma.10G228700
KOG0472	Glyma.10G228800
KOG1187	Glyma.10G228900
KOG0737	Glyma.10G229400
KOG1792	Glyma.10G229600
KOG2325	Glyma.10G229900
KOG1309	Glyma.10G230000
KOG3007	Glyma.10G230300
KOG1603	Glyma.10G230500
KOG1603	Glyma.10G230600
KOG0724	Glyma.10G230700
KOG0324	Glyma.10G231400
KOG1187	Glyma.10G231500
KOG0039	Glyma.10G231600
KOG0039	Glyma.10G231700
KOG1347	Glyma.10G232200
KOG2097	Glyma.10G232300
KOG2639	Glyma.10G232600
KOG4655	Glyma.10G232700
KOG0198	Glyma.10G232800
KOG1208	Glyma.10G233100
KOG1208	Glyma.10G233200
KOG1187	Glyma.10G233500
KOG2088	Glyma.10G233700
KOG3452	Glyma.10G233900
KOG2443	Glyma.10G234200
KOG0157	Glyma.10G234600
KOG0157	Glyma.10G234700
KOG2587	Glyma.10G234800
KOG1375	Glyma.10G235100
KOG1735	Glyma.10G235500
KOG1603	Glyma.10G235700
KOG4677	Glyma.10G236100
KOG0978	Glyma.10G236100
KOG4593	Glyma.10G236100
KOG1619	Glyma.10G236200
KOG0862	Glyma.10G236500
KOG1689	Glyma.10G236702
KOG1110	Glyma.10G237000
KOG1187	Glyma.10G237900
KOG0502	Glyma.10G238000
KOG2289	Glyma.10G238200
KOG3405	Glyma.10G238600
KOG1347	Glyma.10G239000
KOG0106	Glyma.10G239100
KOG2860	Glyma.10G239200
KOG2142	Glyma.10G239900
KOG0014	Glyma.10G240500
KOG2855	Glyma.10G240800
KOG0014	Glyma.10G240900
KOG1187	Glyma.10G241200
KOG1164	Glyma.10G241200
KOG0331	Glyma.10G241900
KOG1187	Glyma.10G242300
KOG4086	Glyma.10G242500
KOG0192	Glyma.10G243000
KOG0198	Glyma.10G243000
KOG1434	Glyma.10G243200
KOG1786	Glyma.10G243400
KOG1240	Glyma.10G243400
KOG0316	Glyma.10G243400
KOG1692	Glyma.10G243500
KOG1575	Glyma.10G243600
KOG1575	Glyma.10G243700
KOG2225	Glyma.10G243900
KOG0627	Glyma.10G244000
KOG2107	Glyma.10G244100
KOG2107	Glyma.10G244300
KOG1628	Glyma.10G245200
KOG0978	Glyma.10G245400
KOG4643	Glyma.10G245400
KOG2153	Glyma.10G245700
KOG0565	Glyma.10G246000
KOG1470	Glyma.10G248600
KOG1562	Glyma.10G248800
KOG0254	Glyma.10G249400
KOG0254	Glyma.10G249500
KOG0834	Glyma.10G249800
KOG1515	Glyma.10G250200
KOG1515	Glyma.10G250300
KOG1909	Glyma.10G250400
KOG0198	Glyma.10G250800
KOG2071	Glyma.10G251100
KOG0490	Glyma.10G251300
KOG2251	Glyma.10G251300
KOG2960	Glyma.10G251500
KOG2603	Glyma.10G251600
KOG3476	Glyma.10G251800
KOG0001	Glyma.10G251900
KOG0722	Glyma.10G252200
KOG1187	Glyma.10G252700
KOG1187	Glyma.10G252800
KOG1187	Glyma.10G253000
KOG1187	Glyma.10G253100
KOG1187	Glyma.10G253200
KOG2345	Glyma.10G253200
KOG0580	Glyma.10G253200
KOG1187	Glyma.10G253300
KOG1187	Glyma.10G253400
KOG1187	Glyma.10G253800
KOG1187	Glyma.10G253900
KOG1187	Glyma.10G254300
KOG0014	Glyma.10G254600
KOG0014	Glyma.10G254700
KOG0014	Glyma.10G254800
KOG2323	Glyma.10G255100
KOG1303	Glyma.10G255300
KOG1401	Glyma.10G255400
KOG0152	Glyma.10G255700
KOG0656	Glyma.10G256200
KOG1700	Glyma.10G256600
KOG3970	Glyma.10G257600
KOG0840	Glyma.10G257800
KOG1036	Glyma.10G258300
KOG3506	Glyma.10G258502
KOG1944	Glyma.10G258700
KOG1591	Glyma.10G259100
KOG0700	Glyma.10G259400
KOG0265	Glyma.10G259600
KOG0274	Glyma.10G259600
KOG0531	Glyma.10G259600
KOG1672	Glyma.10G259900
KOG0484	Glyma.10G260400
KOG3224	Glyma.10G260500
KOG1187	Glyma.10G261600
KOG1161	Glyma.10G261900
KOG1792	Glyma.10G262100
KOG4055	Glyma.10G262200
KOG3012	Glyma.10G262300
KOG0023	Glyma.10G262400
KOG1192	Glyma.10G262700
KOG2624	Glyma.10G262850
KOG1909	Glyma.10G263200
KOG0656	Glyma.10G263500
KOG2283	Glyma.10G263700
KOG1603	Glyma.10G264000
KOG1603	Glyma.10G264100
KOG2477	Glyma.10G264200
KOG1510	Glyma.10G264300
KOG0007	Glyma.10G264400
KOG0799	Glyma.10G264600
KOG4795	Glyma.10G264800
KOG0061	Glyma.10G264900
KOG3075	Glyma.10G265400
KOG1609	Glyma.10G265800
KOG1731	Glyma.10G265900
KOG3104	Glyma.10G266000
KOG2220	Glyma.10G266600
KOG0534	Glyma.10G267000
KOG1347	Glyma.10G267300
KOG1347	Glyma.10G267400
KOG1347	Glyma.10G267700
KOG2228	Glyma.10G268100
KOG1971	Glyma.10G268600
KOG1971	Glyma.10G268700
KOG1769	Glyma.10G269500
KOG3030	Glyma.10G270000
KOG3030	Glyma.10G270100
KOG1187	Glyma.10G270600
KOG1792	Glyma.10G270900
KOG1187	Glyma.10G271200
KOG1187	Glyma.10G271400
KOG0698	Glyma.10G271500
KOG1187	Glyma.10G271600
KOG1187	Glyma.10G271701
KOG1187	Glyma.10G271900
KOG0713	Glyma.10G272200
KOG2322	Glyma.10G272600
KOG0048	Glyma.10G273000
KOG3860	Glyma.10G273100
KOG1384	Glyma.10G273500
KOG1455	Glyma.10G273600
KOG1601	Glyma.10G274300
KOG0011	Glyma.10G275100
KOG4189	Glyma.10G275200
KOG4711	Glyma.10G275700
KOG1515	Glyma.10G275900
KOG1362	Glyma.10G276200
KOG2881	Glyma.10G276300
KOG0109	Glyma.10G276500
KOG2504	Glyma.10G276600
KOG2504	Glyma.10G276800
KOG1286	Glyma.10G277700
KOG0859	Glyma.10G278100
KOG2299	Glyma.10G278500
KOG0176	Glyma.10G279900
KOG1192	Glyma.10G280400
KOG1590	Glyma.10G280800
KOG0069	Glyma.10G281400
KOG2609	Glyma.10G281500
KOG2614	Glyma.10G282100
KOG2614	Glyma.10G282200
KOG0147	Glyma.10G282400
KOG0124	Glyma.10G282400
KOG0700	Glyma.10G282900
KOG0691	Glyma.10G283300
KOG2085	Glyma.10G283500
KOG2816	Glyma.10G283800
KOG3277	Glyma.10G283900
KOG0266	Glyma.10G284000
KOG1446	Glyma.10G284000
KOG0192	Glyma.10G284400
KOG2985	Glyma.10G284600
KOG1493	Glyma.10G284900
KOG0910	Glyma.10G285000
KOG0254	Glyma.10G285100
KOG3048	Glyma.10G286000
KOG2521	Glyma.10G286500
KOG1947	Glyma.10G286600
KOG4223	Glyma.10G287600
KOG4711	Glyma.10G287700
KOG4711	Glyma.10G287800
KOG2117	Glyma.10G288000
KOG1339	Glyma.10G288100
KOG0381	Glyma.10G288300
KOG0472	Glyma.10G288400
KOG0484	Glyma.10G289900
KOG0078	Glyma.10G290000
KOG4210	Glyma.10G290400
KOG0131	Glyma.10G290400
KOG0223	Glyma.10G290600
KOG1422	Glyma.10G291100
KOG2743	Glyma.10G291200
KOG1455	Glyma.10G291400
KOG3436	Glyma.10G291500
KOG0698	Glyma.10G291800
KOG0502	Glyma.10G291900
KOG4412	Glyma.10G291900
KOG0508	Glyma.10G291900
KOG1861	Glyma.10G292300
KOG1338	Glyma.10G292500
KOG0396	Glyma.10G292551
KOG1003	Glyma.10G292800
KOG0807	Glyma.10G292900
KOG0381	Glyma.10G294000
KOG0381	Glyma.10G294100
KOG1164	Glyma.10G294200
KOG0700	Glyma.10G294400
KOG2058	Glyma.10G294700
KOG4758	Glyma.10G295500
KOG0177	Glyma.10G295600
KOG1187	Glyma.10G295700
KOG2234	Glyma.10G296000
KOG0254	Glyma.10G296100
KOG0156	Glyma.10G296400
KOG2866	Glyma.10G296500
KOG2766	Glyma.10G296800
KOG2056	Glyma.10G296900
KOG1591	Glyma.10G297300
KOG0880	Glyma.10G298200
KOG2344	Glyma.10G298300
KOG1187	Glyma.10G298400
KOG2345	Glyma.10G298400
KOG1441	Glyma.11G000200
KOG0617	Glyma.11G000600
KOG3506	Glyma.11G001432
KOG2662	Glyma.11G002200
KOG0900	Glyma.11G002400
KOG1187	Glyma.11G002800
KOG0143	Glyma.11G003200
KOG0483	Glyma.11G003400
KOG1395	Glyma.11G003500
KOG1754	Glyma.11G003600
KOG1754	Glyma.11G003700
KOG0698	Glyma.11G004000
KOG1515	Glyma.11G004200
KOG0834	Glyma.11G004500
KOG0254	Glyma.11G004800
KOG1109	Glyma.11G004900
KOG3333	Glyma.11G005600
KOG1252	Glyma.11G005800
KOG1628	Glyma.11G006600
KOG4807	Glyma.11G006800
KOG4568	Glyma.11G006800
KOG1171	Glyma.11G006900
KOG0192	Glyma.11G007100
KOG0134	Glyma.11G007600
KOG0565	Glyma.11G007800
KOG3786	Glyma.11G008100
KOG2761	Glyma.11G008200
KOG2818	Glyma.11G009100
KOG0048	Glyma.11G009400
KOG0959	Glyma.11G009500
KOG3138	Glyma.11G009600
KOG0627	Glyma.11G009800
KOG2354	Glyma.11G009900
KOG1638	Glyma.11G010000
KOG2064	Glyma.11G010700
KOG2829	Glyma.11G010800
KOG0114	Glyma.11G011000
KOG3382	Glyma.11G011200
KOG1493	Glyma.11G011300
KOG3066	Glyma.11G011400
KOG0070	Glyma.11G011800
KOG2769	Glyma.11G012500
KOG2246	Glyma.11G012800
KOG1339	Glyma.11G013100
KOG4620	Glyma.11G013800
KOG1676	Glyma.11G013900
KOG2564	Glyma.11G014000
KOG3453	Glyma.11G014100
KOG0552	Glyma.11G014400
KOG2382	Glyma.11G014500
KOG1205	Glyma.11G015100
KOG1614	Glyma.11G015300
KOG0130	Glyma.11G015500
KOG1369	Glyma.11G015800
KOG0157	Glyma.11G016200
KOG1396	Glyma.11G016300
KOG0254	Glyma.11G016900
KOG1371	Glyma.11G017100
KOG2752	Glyma.11G017200
KOG0698	Glyma.11G018000
KOG2445	Glyma.11G018300
KOG0752	Glyma.11G018500
KOG0641	Glyma.11G018700
KOG0283	Glyma.11G018700
KOG0647	Glyma.11G018700
KOG0315	Glyma.11G018700
KOG1446	Glyma.11G018700
KOG0192	Glyma.11G018800
KOG1187	Glyma.11G019100
KOG1594	Glyma.11G019200
KOG2288	Glyma.11G019300
KOG0877	Glyma.11G019500
KOG0877	Glyma.11G020100
KOG0032	Glyma.11G020200
KOG0039	Glyma.11G020700
KOG1309	Glyma.11G021000
KOG2795	Glyma.11G021300
KOG0048	Glyma.11G021600
KOG0660	Glyma.11G021800
KOG2246	Glyma.11G022100
KOG0773	Glyma.11G022200
KOG0235	Glyma.11G022300
KOG1493	Glyma.11G022400
KOG0198	Glyma.11G022900
KOG0223	Glyma.11G023200
KOG1886	Glyma.11G023500
KOG1651	Glyma.11G024000
KOG1651	Glyma.11G024100
KOG1021	Glyma.11G024200
KOG1735	Glyma.11G024500
KOG1187	Glyma.11G024700
KOG3100	Glyma.11G024900
KOG0993	Glyma.11G025100
KOG0978	Glyma.11G025100
KOG4593	Glyma.11G025100
KOG3095	Glyma.11G025300
KOG0157	Glyma.11G026200
KOG1347	Glyma.11G026300
KOG2724	Glyma.11G026600
KOG2142	Glyma.11G026900
KOG0773	Glyma.11G027100
KOG2427	Glyma.11G027200
KOG0305	Glyma.11G027500
KOG0143	Glyma.11G027700
KOG1187	Glyma.11G028300
KOG2718	Glyma.11G028500
KOG0240	Glyma.11G028700
KOG1347	Glyma.11G028900
KOG2729	Glyma.11G029100
KOG0133	Glyma.11G029500
KOG2929	Glyma.11G029800
KOG1187	Glyma.11G030000
KOG0027	Glyma.11G030100
KOG0048	Glyma.11G030200
KOG1399	Glyma.11G031100
KOG1712	Glyma.11G031200
KOG2209	Glyma.11G031400
KOG1654	Glyma.11G031800
KOG0439	Glyma.11G032000
KOG1471	Glyma.11G032100
KOG1339	Glyma.11G032200
KOG3275	Glyma.11G032300
KOG0718	Glyma.11G032400
KOG0009	Glyma.11G032800
KOG1913	Glyma.11G032900
KOG1913	Glyma.11G033000
KOG3368	Glyma.11G033800
KOG0223	Glyma.11G034000
KOG3076	Glyma.11G034300
KOG1678	Glyma.11G034700
KOG0143	Glyma.11G035300
KOG0483	Glyma.11G035900
KOG0324	Glyma.11G036200
KOG0648	Glyma.11G036300
KOG1187	Glyma.11G036700
KOG2350	Glyma.11G036800
KOG4569	Glyma.11G036900
KOG1698	Glyma.11G037500
KOG0439	Glyma.11G037600
KOG1629	Glyma.11G037700
KOG1082	Glyma.11G038000
KOG0583	Glyma.11G038800
KOG0034	Glyma.11G038900
KOG1982	Glyma.11G039000
KOG3092	Glyma.11G039100
KOG0402	Glyma.11G039200
KOG1187	Glyma.11G039300
KOG1100	Glyma.11G039700
KOG1809	Glyma.11G039900
KOG3057	Glyma.11G040300
KOG0094	Glyma.11G040400
KOG2914	Glyma.11G040800
KOG2914	Glyma.11G040900
KOG2174	Glyma.11G041100
KOG0565	Glyma.11G041600
KOG3373	Glyma.11G042200
KOG0700	Glyma.11G042300
KOG4711	Glyma.11G042500
KOG4172	Glyma.11G042600
KOG2276	Glyma.11G043300
KOG4029	Glyma.11G043600
KOG1187	Glyma.11G043800
KOG0472	Glyma.11G043800
KOG1187	Glyma.11G044100
KOG0483	Glyma.11G045100
KOG0048	Glyma.11G045400
KOG4748	Glyma.11G046800
KOG0748	Glyma.11G046900
KOG2436	Glyma.11G047200
KOG0075	Glyma.11G047400
KOG0635	Glyma.11G047900
KOG3401	Glyma.11G048100
KOG3126	Glyma.11G048200
KOG2524	Glyma.11G048900
KOG4332	Glyma.11G050300
KOG1591	Glyma.11G050400
KOG0700	Glyma.11G050900
KOG4178	Glyma.11G051000
KOG1454	Glyma.11G051000
KOG1339	Glyma.11G051400
KOG0048	Glyma.11G052100
KOG3000	Glyma.11G052200
KOG0656	Glyma.11G052500
KOG1947	Glyma.11G052600
KOG2283	Glyma.11G052700
KOG1720	Glyma.11G052700
KOG1476	Glyma.11G053000
KOG0424	Glyma.11G053300
KOG1192	Glyma.11G053400
KOG1457	Glyma.11G053500
KOG1663	Glyma.11G054500
KOG1187	Glyma.11G054800
KOG0198	Glyma.11G055100
KOG4569	Glyma.11G055400
KOG4205	Glyma.11G055500
KOG2614	Glyma.11G055700
KOG2548	Glyma.11G056000
KOG0027	Glyma.11G056500
KOG0513	Glyma.11G056900
KOG3620	Glyma.11G057500
KOG1014	Glyma.11G057800
KOG0032	Glyma.11G058000
KOG0198	Glyma.11G058300
KOG2530	Glyma.11G058500
KOG1946	Glyma.11G058700
