ko	Genes
K03939	Glyma.11G091800
K04683	Glyma.11G091900
K14290	Glyma.11G092200
K07977	Glyma.11G092300
K15425	Glyma.11G092500
K11599	Glyma.11G093000
K00392	Glyma.11G093200
K00858	Glyma.11G093600
K14964	Glyma.11G093700
K01012	Glyma.11G094200
K01870	Glyma.11G094300
K02996	Glyma.11G094400
K01749	Glyma.11G094700
K09527	Glyma.11G095300
K06688	Glyma.11G095700
K18932	Glyma.11G096100
K16871	Glyma.11G096200
K12271	Glyma.11G097200
K13249	Glyma.11G098300
K01802	Glyma.11G098700
K04794	Glyma.11G098800
K14568	Glyma.11G099000
K12183	Glyma.11G099100
K18164	Glyma.11G099200
K02935	Glyma.11G099300
K12859	Glyma.11G099400
K16297	Glyma.11G099600
K16297	Glyma.11G099700
K10904	Glyma.11G099800
K15402	Glyma.11G100100
K01358	Glyma.11G100300
K14859	Glyma.11G100700
K00430	Glyma.11G101200
K00208	Glyma.11G101400
K11294	Glyma.11G101500
K01537	Glyma.11G101900
K15201	Glyma.11G102000
K01872	Glyma.11G102100
K17867	Glyma.11G102400
K12824	Glyma.11G102600
K13153	Glyma.11G102700
K19022	Glyma.11G102800
K13153	Glyma.11G102900
K12824	Glyma.11G103100
K09828	Glyma.11G103500
K03648	Glyma.11G103600
K02936	Glyma.11G103700
K10879	Glyma.11G104200
K12489	Glyma.11G104500
K04125	Glyma.11G104800
K13946	Glyma.11G106000
K05765	Glyma.11G106600
K09422	Glyma.11G107100
K00434	Glyma.11G107200
K10590	Glyma.11G107500
K04392	Glyma.11G107700
K06689	Glyma.11G107800
K09422	Glyma.11G108400
K14321	Glyma.11G109000
K17081	Glyma.11G109400
K07071	Glyma.11G110000
K02155	Glyma.11G110100
K12345	Glyma.11G110300
K11498	Glyma.11G110800
K01623	Glyma.11G111100
K01623	Glyma.11G111400
K01179	Glyma.11G111500
K00801	Glyma.11G112000
K11498	Glyma.11G112700
K05236	Glyma.11G113000
K02212	Glyma.11G113300
K02154	Glyma.11G113400
K01373	Glyma.11G113500
K01527	Glyma.11G113901
K01527	Glyma.11G114001
K14565	Glyma.11G114300
K02150	Glyma.11G114400
K08332	Glyma.11G114500
K13998	Glyma.11G115200
K02975	Glyma.11G115400
K00975	Glyma.11G116600
K14857	Glyma.11G116800
K13195	Glyma.11G117500
K01889	Glyma.11G117800
K04733	Glyma.11G118200
K17261	Glyma.11G118300
K04536	Glyma.11G118500
K17267	Glyma.11G118600
K07897	Glyma.11G118800
K11649	Glyma.11G118900
K01358	Glyma.11G119300
K17279	Glyma.11G119700
K03809	Glyma.11G120200
K12670	Glyma.11G120300
K13513	Glyma.11G120600
K14018	Glyma.11G120700
K07399	Glyma.11G120800
K03527	Glyma.11G120900
K11968	Glyma.11G121300
K01897	Glyma.11G122500
K01723	Glyma.11G122700
K11876	Glyma.11G122900
K08873	Glyma.11G123500
K15455	Glyma.11G123600
K01183	Glyma.11G124500
K03969	Glyma.11G124800
K01802	Glyma.11G124900
K14569	Glyma.11G125100
K03094	Glyma.11G125300
K13344	Glyma.11G125400
K08057	Glyma.11G126100
K01069	Glyma.11G126200
K07748	Glyma.11G126300
K10290	Glyma.11G126500
K00847	Glyma.11G127200
K13448	Glyma.11G127500
K02899	Glyma.11G128100
K10773	Glyma.11G128600
K13412	Glyma.11G128900
K11968	Glyma.11G129000
K01188	Glyma.11G129200
K01188	Glyma.11G129300
K01188	Glyma.11G129500
K01188	Glyma.11G129600
K01188	Glyma.11G129700
K01188	Glyma.11G129800
K01188	Glyma.11G129900
K01188	Glyma.11G130000
K01188	Glyma.11G130100
K00454	Glyma.11G130200
K00454	Glyma.11G130300
K10277	Glyma.11G130600
K11253	Glyma.11G130900
K09955	Glyma.11G131600
K09955	Glyma.11G131700
K09285	Glyma.11G131900
K07238	Glyma.11G132500
K19045	Glyma.11G132700
K00128	Glyma.11G133300
K00566	Glyma.11G133500
K06943	Glyma.11G133600
K09422	Glyma.11G133700
K13993	Glyma.11G134200
K14686	Glyma.11G134700
K07904	Glyma.11G135400
K14689	Glyma.11G135500
K08081	Glyma.11G135700
K13171	Glyma.11G136000
K03122	Glyma.11G136100
K17943	Glyma.11G136700
K17943	Glyma.11G137100
K11982	Glyma.11G137300
K16283	Glyma.11G137400
K05909	Glyma.11G137500
K08956	Glyma.11G137700
K14016	Glyma.11G137900
K17777	Glyma.11G139400
K10355	Glyma.11G139800
K03283	Glyma.11G140500
K03217	Glyma.11G140600
K10575	Glyma.11G140900
K08678	Glyma.11G141200
K08678	Glyma.11G141300
K12881	Glyma.11G141500
K11252	Glyma.11G141600
K11252	Glyma.11G141700
K11252	Glyma.11G141800
K11252	Glyma.11G142100
K07901	Glyma.11G142300
K14574	Glyma.11G142700
K09422	Glyma.11G142900
K10703	Glyma.11G143000
K09873	Glyma.11G143100
K02893	Glyma.11G143400
K15276	Glyma.11G143500
K10871	Glyma.11G143900
K07195	Glyma.11G144600
K15397	Glyma.11G144809
K12587	Glyma.11G145000
K06966	Glyma.11G145100
K09338	Glyma.11G145800
K12605	Glyma.11G145854
K05573	Glyma.11G146100
K02870	Glyma.11G146300
K11254	Glyma.11G146481
K09872	Glyma.11G146500
K09580	Glyma.11G146800
K10398	Glyma.11G147108
K15332	Glyma.11G147200
K03018	Glyma.11G147317
K07359	Glyma.11G147500
K04733	Glyma.11G147944
K12129	Glyma.11G148362
K04371	Glyma.11G148780
K00006	Glyma.11G148900
K00279	Glyma.11G149100
K10643	Glyma.11G150034
K08991	Glyma.11G150100
K00434	Glyma.11G150243
K04371	Glyma.11G150452
K13066	Glyma.11G150800
K02154	Glyma.11G151079
K05359	Glyma.11G151288
K02899	Glyma.11G151300
K09841	Glyma.11G151400
K09841	Glyma.11G151700
K08332	Glyma.11G152500
K14561	Glyma.11G152600
K14948	Glyma.11G152800
K02902	Glyma.11G153169
K17815	Glyma.11G153378
K13146	Glyma.11G153500
K08334	Glyma.11G153900
K12486	Glyma.11G154100
K13421	Glyma.11G154200
K03754	Glyma.11G154300
K00253	Glyma.11G154423
K03013	Glyma.11G154500
K08472	Glyma.11G155050
K14492	Glyma.11G155100
K09481	Glyma.11G155259
K14801	Glyma.11G155468
K00889	Glyma.11G155500
K07766	Glyma.11G155900
K01590	Glyma.11G156901
K11667	Glyma.11G156931
K16279	Glyma.11G157400
K11436	Glyma.11G157700
K00602	Glyma.11G158400
K02966	Glyma.11G158500
K00670	Glyma.11G159648
K01188	Glyma.11G159857
K08867	Glyma.11G159900
K01411	Glyma.11G160300
K03134	Glyma.11G160400
K07748	Glyma.11G160700
K15078	Glyma.11G161200
K07198	Glyma.11G161300
K00430	Glyma.11G161600
K00430	Glyma.11G161800
K17912	Glyma.11G161947
K00430	Glyma.11G162100
K14306	Glyma.11G162365
K17408	Glyma.11G163000
K02355	Glyma.11G163201
K13424	Glyma.11G163300
K17973	Glyma.11G163900
K05909	Glyma.11G164000
K11663	Glyma.11G164100
K00645	Glyma.11G164500
K13098	Glyma.11G165000
K08059	Glyma.11G165600
K18270	Glyma.11G165900
K03178	Glyma.11G166100
K17479	Glyma.11G166300
K15015	Glyma.11G166500
K13065	Glyma.11G166600
K13065	Glyma.11G166800
K07904	Glyma.11G167591
K02712	Glyma.11G168010
K02710	Glyma.11G168010
K17769	Glyma.11G168500
K11363	Glyma.11G168600
K14709	Glyma.11G169300
K01103	Glyma.11G169700
K01649	Glyma.11G169891
K03549	Glyma.11G169900
K17506	Glyma.11G170200
K01953	Glyma.11G170300
K14402	Glyma.11G171002
K01953	Glyma.11G171400
K17506	Glyma.11G171600
K09503	Glyma.11G172401
K14816	Glyma.11G172610
K14816	Glyma.11G172819
K12834	Glyma.11G173100
K03132	Glyma.11G173655
K17871	Glyma.11G173700
K15902	Glyma.11G174073
K10257	Glyma.11G174100
K01802	Glyma.11G175200
K10696	Glyma.11G175700
K14539	Glyma.11G175746
K08193	Glyma.11G175800
K15401	Glyma.11G175900
K03147	Glyma.11G176200
K01507	Glyma.11G176373
K05349	Glyma.11G176400
K14638	Glyma.11G176800
K17769	Glyma.11G177400
K11254	Glyma.11G177800
K11254	Glyma.11G177900
K11254	Glyma.11G178100
K11254	Glyma.11G178200
K01114	Glyma.11G178400
K03875	Glyma.11G178504
K07910	Glyma.11G178506
K08857	Glyma.11G179600
K12619	Glyma.11G180000
K06620	Glyma.11G180100
K12581	Glyma.11G180500
K13035	Glyma.11G180900
K14332	Glyma.11G181100
K12655	Glyma.11G181500
K08515	Glyma.11G181900
K13448	Glyma.11G182700
K13161	Glyma.11G182900
K02326	Glyma.11G183100
K02639	Glyma.11G183300
K14431	Glyma.11G183700
K10798	Glyma.11G184100
K12449	Glyma.11G184400
K17605	Glyma.11G184601
K12196	Glyma.11G184700
K13356	Glyma.11G185000
K13356	Glyma.11G185100
K13356	Glyma.11G185200
K13356	Glyma.11G185300
K09494	Glyma.11G185500
K13993	Glyma.11G187200
K14490	Glyma.11G187300
K01104	Glyma.11G187700
K06067	Glyma.11G187800
K00791	Glyma.11G188100
K15634	Glyma.11G188800
K02896	Glyma.11G188900
K14611	Glyma.11G189000
K05359	Glyma.11G189100
K11276	Glyma.11G189500
K13680	Glyma.11G189600
K12449	Glyma.11G190200
K15365	Glyma.11G190700
K09646	Glyma.11G191200
K11252	Glyma.11G191600
K02219	Glyma.11G192100
K13071	Glyma.11G192300
K02939	Glyma.11G192500
K04565	Glyma.11G192700
K10144	Glyma.11G192900
K08235	Glyma.11G193600
K16298	Glyma.11G193800
K16298	Glyma.11G193900
K09422	Glyma.11G194100
K01759	Glyma.11G194200
K01759	Glyma.11G194300
K01904	Glyma.11G194500
K06185	Glyma.11G194700
K14488	Glyma.11G194800
K13525	Glyma.11G194900
K02575	Glyma.11G195200
K07199	Glyma.11G195300
K01674	Glyma.11G196600
K01674	Glyma.11G196700
K12153	Glyma.11G197300
K12153	Glyma.11G197400
K00454	Glyma.11G197500
K00799	Glyma.11G198500
K12823	Glyma.11G199100
K06689	Glyma.11G199400
K03063	Glyma.11G199900
K03063	Glyma.11G200000
K14945	Glyma.11G200400
K02879	Glyma.11G201700
K01522	Glyma.11G201800
K15601	Glyma.11G203300
K12486	Glyma.11G205900
K10706	Glyma.11G208300
K18172	Glyma.11G208400
K17839	Glyma.11G209027
K07889	Glyma.11G209354
K00963	Glyma.11G210989
K00695	Glyma.11G212700
K00799	Glyma.11G212900
K01580	Glyma.11G213000
K07179	Glyma.11G213400
K07562	Glyma.11G213900
K06171	Glyma.11G214700
K03934	Glyma.11G214800
K01915	Glyma.11G215500
K06678	Glyma.11G215600
K07766	Glyma.11G215700
K09422	Glyma.11G215800
K12881	Glyma.11G216200
K14494	Glyma.11G216500
K13448	Glyma.11G217200
K13448	Glyma.11G217300
K08332	Glyma.11G217800
K00868	Glyma.11G218700
K04733	Glyma.11G218900
K03364	Glyma.11G219600
K11672	Glyma.11G219700
K01802	Glyma.11G220100
K16283	Glyma.11G220200
K03349	Glyma.11G220500
K01952	Glyma.11G221100
K08081	Glyma.11G221400
K18443	Glyma.11G221800
K18443	Glyma.11G221900
K08081	Glyma.11G222300
K08081	Glyma.11G222400
K08081	Glyma.11G222500
K14497	Glyma.11G222600
K10523	Glyma.11G222900
K00966	Glyma.11G223500
K00966	Glyma.11G223700
K14638	Glyma.11G223900
K14638	Glyma.11G224200
K14638	Glyma.11G224233
K14638	Glyma.11G224400
K14638	Glyma.11G224500
K09377	Glyma.11G226400
K02912	Glyma.11G226800
K01100	Glyma.11G226900
K04079	Glyma.11G227001
K13463	Glyma.11G227300
K13354	Glyma.11G227400
K03038	Glyma.11G227700
K03249	Glyma.11G227900
K09872	Glyma.11G228000
K02941	Glyma.11G228200
K13946	Glyma.11G228300
K00685	Glyma.11G228500
K08915	Glyma.11G228800
K09588	Glyma.11G228900
K14318	Glyma.11G229000
K08869	Glyma.11G229300
K10734	Glyma.11G229600
K05857	Glyma.11G230000
K05857	Glyma.11G230100
K15683	Glyma.11G230200
K01817	Glyma.11G230900
K02865	Glyma.11G231000
K04646	Glyma.11G231100
K07277	Glyma.11G231800
K17479	Glyma.11G232300
K03237	Glyma.11G232500
K00522	Glyma.11G232600
K01227	Glyma.11G232700
K14809	Glyma.11G232900
K14496	Glyma.11G233300
K05909	Glyma.11G233400
K15227	Glyma.11G233900
K15296	Glyma.11G234500
K10523	Glyma.11G234900
K14638	Glyma.11G235200
K07198	Glyma.11G235300
K01599	Glyma.11G235400
K18592	Glyma.11G235800
K00827	Glyma.11G236200
K14431	Glyma.11G236300
K16282	Glyma.11G236600
K05909	Glyma.11G236800
K14563	Glyma.11G237200
K15559	Glyma.11G237400
K12875	Glyma.11G237500
K15849	Glyma.11G238200
K15849	Glyma.11G238300
K17469	Glyma.11G238400
K17469	Glyma.11G238500
K01858	Glyma.11G238800
K01087	Glyma.11G239300
K01953	Glyma.11G240200
K07893	Glyma.11G240300
K11842	Glyma.11G240500
K03686	Glyma.11G241000
K07904	Glyma.11G241300
K15334	Glyma.11G241400
K11253	Glyma.11G241702
K11253	Glyma.11G241800
K09338	Glyma.11G242200
K12818	Glyma.11G242300
K00737	Glyma.11G243000
K16285	Glyma.11G243400
K13150	Glyma.11G243800
K16280	Glyma.11G244000
K18723	Glyma.11G244100
K14856	Glyma.11G244500
K09497	Glyma.11G244700
K01728	Glyma.11G244800
K01728	Glyma.11G244900
K03217	Glyma.11G245300
K02723	Glyma.11G245400
K10251	Glyma.11G245600
K14491	Glyma.11G246400
K13993	Glyma.11G246600
K11584	Glyma.11G246900
K02867	Glyma.11G247000
K02537	Glyma.11G247400
K00134	Glyma.11G247600
K02321	Glyma.11G247900
K00059	Glyma.11G248000
K09775	Glyma.11G248300
K08818	Glyma.11G248500
K01427	Glyma.11G248700
K18342	Glyma.11G248900
K06949	Glyma.11G249500
K12946	Glyma.11G249600
K02880	Glyma.11G249700
K16732	Glyma.11G249900
K17616	Glyma.11G250300
K10765	Glyma.11G250800
K17402	Glyma.11G251200
K15015	Glyma.11G252400
K15744	Glyma.11G252500
K12462	Glyma.11G252600
K02293	Glyma.11G253000
K03165	Glyma.11G253100
K10400	Glyma.11G253200
K13899	Glyma.11G253300
K14006	Glyma.11G253500
K08235	Glyma.11G253900
K01897	Glyma.11G254100
K17285	Glyma.11G254300
K01251	Glyma.11G254700
K08679	Glyma.11G254900
K13095	Glyma.11G256000
K11594	Glyma.11G256200
K11844	Glyma.11G256600
K00423	Glyma.11G256700
K15164	Glyma.11G256800
K15199	Glyma.12G000400
K02881	Glyma.12G000800
K10638	Glyma.12G001300
K15865	Glyma.12G001400
K14638	Glyma.12G001700
K15192	Glyma.12G002300
K01514	Glyma.12G002600
K03246	Glyma.12G002900
K03104	Glyma.12G004000
K13800	Glyma.12G004200
K01051	Glyma.12G004400
K01193	Glyma.12G005100
K01087	Glyma.12G005200
K12178	Glyma.12G005400
K08343	Glyma.12G005700
K13095	Glyma.12G005900
K03026	Glyma.12G006000
K10268	Glyma.12G006500
K04798	Glyma.12G006600
K10875	Glyma.12G006900
K16615	Glyma.12G007600
K03008	Glyma.12G008000
K00559	Glyma.12G009200
K00559	Glyma.12G009300
K15437	Glyma.12G009400
K02863	Glyma.12G009600
K08337	Glyma.12G010000
K16297	Glyma.12G010100
K14005	Glyma.12G010300
K15014	Glyma.12G010700
K01537	Glyma.12G011000
K00006	Glyma.12G011200
K00279	Glyma.12G011400
K11841	Glyma.12G011800
K13427	Glyma.12G012400
K19355	Glyma.12G012500
K13993	Glyma.12G013100
K13783	Glyma.12G013200
K03086	Glyma.12G013300
K03163	Glyma.12G013600
K05928	Glyma.12G014200
K05928	Glyma.12G014300
K02605	Glyma.12G014600
K00121	Glyma.12G015100
K00121	Glyma.12G015300
K00121	Glyma.12G015400
K17081	Glyma.12G015900
K03355	Glyma.12G016100
K14321	Glyma.12G016400
K09422	Glyma.12G017000
K17790	Glyma.12G017200
K17681	Glyma.12G017700
K03939	Glyma.12G017800
K04683	Glyma.12G018000
K01874	Glyma.12G018300
K01874	Glyma.12G018400
K14290	Glyma.12G018500
K07977	Glyma.12G018600
K15425	Glyma.12G018800
K11599	Glyma.12G019300
K00392	Glyma.12G019400
K03859	Glyma.12G019600
K00858	Glyma.12G020100
K14964	Glyma.12G020200
K01012	Glyma.12G020600
K01870	Glyma.12G020700
K02996	Glyma.12G020800
K01749	Glyma.12G021100
K09527	Glyma.12G021400
K12392	Glyma.12G021600
K00844	Glyma.12G021700
K06688	Glyma.12G021800
K18932	Glyma.12G022200
K16871	Glyma.12G022300
K13249	Glyma.12G024500
K14311	Glyma.12G024600
K01802	Glyma.12G024700
K04794	Glyma.12G024800
K14568	Glyma.12G025100
K12183	Glyma.12G025300
K02935	Glyma.12G025400
K16297	Glyma.12G025900
K06950	Glyma.12G026000
K01358	Glyma.12G026400
K14859	Glyma.12G026700
K11968	Glyma.12G027000
K00208	Glyma.12G027300
K11294	Glyma.12G027400
K15201	Glyma.12G027700
K19022	Glyma.12G027900
K12824	Glyma.12G028100
K09828	Glyma.12G028300
K03648	Glyma.12G028400
K02936	Glyma.12G028500
K10879	Glyma.12G029200
K12489	Glyma.12G029500
K04125	Glyma.12G029800
K13946	Glyma.12G030900
K05765	Glyma.12G031700
K09422	Glyma.12G032200
K00434	Glyma.12G032300
K10590	Glyma.12G032500
K04392	Glyma.12G032700
K06689	Glyma.12G032800
K10752	Glyma.12G033100
K19042	Glyma.12G033400
K00999	Glyma.12G033500
K14488	Glyma.12G033800
K14488	Glyma.12G033900
K14488	Glyma.12G034100
K14488	Glyma.12G034400
K14488	Glyma.12G034500
K14488	Glyma.12G034600
K14488	Glyma.12G034900
K14488	Glyma.12G035000
K14488	Glyma.12G035300
K11341	Glyma.12G035600
K14488	Glyma.12G035700
K14488	Glyma.12G035800
K07561	Glyma.12G035900
K00764	Glyma.12G036200
K00011	Glyma.12G036700
K02155	Glyma.12G036800
K07071	Glyma.12G036900
K11498	Glyma.12G037100
K01623	Glyma.12G037400
K00801	Glyma.12G038200
K11498	Glyma.12G038600
K05236	Glyma.12G038900
K02212	Glyma.12G039200
K02154	Glyma.12G039300
K01373	Glyma.12G039400
K01527	Glyma.12G039900
K00924	Glyma.12G040000
K14565	Glyma.12G040200
K02150	Glyma.12G040300
K08332	Glyma.12G040400
K13998	Glyma.12G041000
K08900	Glyma.12G041100
K02975	Glyma.12G041300
K00975	Glyma.12G042400
K14857	Glyma.12G042600
K15032	Glyma.12G043100
K01889	Glyma.12G043200
K17261	Glyma.12G043700
K04536	Glyma.12G043900
K17267	Glyma.12G044000
K07897	Glyma.12G044100
K11649	Glyma.12G044200
K01358	Glyma.12G044500
K17279	Glyma.12G044900
K03809	Glyma.12G045300
K12670	Glyma.12G045400
K13513	Glyma.12G045700
K14018	Glyma.12G045800
K03527	Glyma.12G046000
K11968	Glyma.12G046400
K01897	Glyma.12G047400
K11876	Glyma.12G047700
K15455	Glyma.12G048200
K01183	Glyma.12G049100
K01183	Glyma.12G049200
K03969	Glyma.12G049400
K01802	Glyma.12G049500
K14569	Glyma.12G049700
K08057	Glyma.12G050700
K01069	Glyma.12G050800
K07748	Glyma.12G050900
K10290	Glyma.12G051100
K00847	Glyma.12G051800
K13448	Glyma.12G052100
K16196	Glyma.12G052400
K13412	Glyma.12G053400
K11968	Glyma.12G053500
K01188	Glyma.12G053800
K01188	Glyma.12G054000
K01188	Glyma.12G054100
K01188	Glyma.12G054200
K01188	Glyma.12G054300
K01188	Glyma.12G054400
K01188	Glyma.12G054500
K00454	Glyma.12G054700
K10277	Glyma.12G055000
K11253	Glyma.12G055200
K09955	Glyma.12G055900
K09285	Glyma.12G056300
K19045	Glyma.12G057100
K00128	Glyma.12G057400
K03977	Glyma.12G057600
K06943	Glyma.12G057800
K09422	Glyma.12G057900
K13993	Glyma.12G058200
K07904	Glyma.12G058900
K14689	Glyma.12G059000
K08081	Glyma.12G059100
K08081	Glyma.12G059200
K08081	Glyma.12G059300
K13171	Glyma.12G059700
K03122	Glyma.12G059800
K17943	Glyma.12G060400
K17943	Glyma.12G060600
K11982	Glyma.12G060700
K16283	Glyma.12G060800
K05909	Glyma.12G060900
K08956	Glyma.12G061200
K07025	Glyma.12G061300
K08956	Glyma.12G061400
K08956	Glyma.12G061500
K14016	Glyma.12G061700
K17777	Glyma.12G063000
K10355	Glyma.12G063400
K03283	Glyma.12G064000
K03217	Glyma.12G064100
K10575	Glyma.12G064400
K08678	Glyma.12G064600
K08678	Glyma.12G064700
K12881	Glyma.12G064900
K11252	Glyma.12G065100
K11252	Glyma.12G065200
K11252	Glyma.12G065400
K07901	Glyma.12G065600
K09422	Glyma.12G066000
K02893	Glyma.12G066700
K09580	Glyma.12G067700
K15332	Glyma.12G068100
K07359	Glyma.12G068500
K14834	Glyma.12G070100
K09481	Glyma.12G070500
K08472	Glyma.12G070600
K00253	Glyma.12G071100
K02902	Glyma.12G071700
K02973	Glyma.12G072300
K08597	Glyma.12G072600
K02154	Glyma.12G072700
K04371	Glyma.12G073000
K00434	Glyma.12G073100
K10643	Glyma.12G073200
K09284	Glyma.12G073300
K04371	Glyma.12G073700
K12129	Glyma.12G073900
K04733	Glyma.12G074000
K10398	Glyma.12G074300
K11254	Glyma.12G074500
K12605	Glyma.12G074700
K15397	Glyma.12G075100
K07195	Glyma.12G075200
K09872	Glyma.12G075400
K02870	Glyma.12G075500
K09338	Glyma.12G075800
K15501	Glyma.12G076100
K06966	Glyma.12G076700
K05391	Glyma.12G076800
K12587	Glyma.12G076900
K07199	Glyma.12G078800
K14488	Glyma.12G079300
K06185	Glyma.12G079400
K01759	Glyma.12G079700
K09422	Glyma.12G079800
K12193	Glyma.12G080000
K08235	Glyma.12G080100
K10747	Glyma.12G080900
K04565	Glyma.12G081300
K02939	Glyma.12G081500
K00993	Glyma.12G081900
K13071	Glyma.12G082100
K02219	Glyma.12G082300
K11252	Glyma.12G082700
K09646	Glyma.12G083100
K11593	Glyma.12G083500
K02219	Glyma.12G083700
K08832	Glyma.12G083800
K00679	Glyma.12G084000
K12449	Glyma.12G084100
K11824	Glyma.12G084233
K13680	Glyma.12G084600
K05359	Glyma.12G085500
K14611	Glyma.12G085600
K02896	Glyma.12G085800
K15634	Glyma.12G085900
K06067	Glyma.12G086700
K01104	Glyma.12G086800
K02324	Glyma.12G087000
K09494	Glyma.12G087300
K13356	Glyma.12G087400
K12196	Glyma.12G087700
K12449	Glyma.12G087900
K00780	Glyma.12G088100
K10798	Glyma.12G088300
K14431	Glyma.12G088700
K02639	Glyma.12G089200
K02326	Glyma.12G089400
K13161	Glyma.12G089500
K13448	Glyma.12G089800
K08515	Glyma.12G091300
K12655	Glyma.12G091600
K14332	Glyma.12G092000
K13035	Glyma.12G092300
K12581	Glyma.12G093100
K06620	Glyma.12G093400
K12619	Glyma.12G093500
K08857	Glyma.12G093800
K14539	Glyma.12G095400
K02712	Glyma.12G095600
K09503	Glyma.12G095700
K10754	Glyma.12G096100
K06676	Glyma.12G096700
K14009	Glyma.12G097500
K09875	Glyma.12G097800
K08341	Glyma.12G098400
K04532	Glyma.12G098800
K01681	Glyma.12G098900
K00236	Glyma.12G099000
K05387	Glyma.12G099500
K07976	Glyma.12G099700
K09338	Glyma.12G100100
K03868	Glyma.12G100300
K01637	Glyma.12G100500
K03113	Glyma.12G100700
K00430	Glyma.12G101200
K08235	Glyma.12G101800
K14487	Glyma.12G103500
K15341	Glyma.12G104000
K09422	Glyma.12G104500
K09422	Glyma.12G104600
K09422	Glyma.12G104800
K09422	Glyma.12G105400
K18812	Glyma.12G105600
K15014	Glyma.12G105700
K09422	Glyma.12G106400
K17871	Glyma.12G106900
K17871	Glyma.12G107000
K14763	Glyma.12G108100
K07748	Glyma.12G108700
K07748	Glyma.12G108750
K07748	Glyma.12G108800
K14487	Glyma.12G108900
K01915	Glyma.12G109202
K15255	Glyma.12G111300
K10666	Glyma.12G112000
K00793	Glyma.12G112900
K11000	Glyma.12G113302
K19355	Glyma.12G113400
K01465	Glyma.12G114500
K07555	Glyma.12G114600
K17560	Glyma.12G116000
K05863	Glyma.12G116300
K02178	Glyma.12G116400
K10695	Glyma.12G116500
K16812	Glyma.12G116700
K17506	Glyma.12G116800
K03028	Glyma.12G117600
K09510	Glyma.12G117900
K08472	Glyma.12G119300
K14831	Glyma.12G119800
K00232	Glyma.12G120300
K07904	Glyma.12G120400
K04392	Glyma.12G120600
K08288	Glyma.12G120800
K19038	Glyma.12G121400
K05909	Glyma.12G121700
K00053	Glyma.12G122900
K16292	Glyma.12G123600
K14488	Glyma.12G124100
K14488	Glyma.12G124200
K14488	Glyma.12G124400
K14488	Glyma.12G124900
K14488	Glyma.12G125300
K14488	Glyma.12G125800
K14488	Glyma.12G126200
K14488	Glyma.12G126500
K14488	Glyma.12G126600
K16292	Glyma.12G127200
K10712	Glyma.12G128900
K03627	Glyma.12G129100
K00430	Glyma.12G129500
K14502	Glyma.12G129600
K16055	Glyma.12G129800
K01188	Glyma.12G130200
K02868	Glyma.12G131600
K02868	Glyma.12G131700
K08835	Glyma.12G132600
K17756	Glyma.12G132800
K08869	Glyma.12G133500
K10418	Glyma.12G134200
K03146	Glyma.12G135000
K03113	Glyma.12G135100
K05658	Glyma.12G135300
K13648	Glyma.12G136100
K03671	Glyma.12G136400
K10405	Glyma.12G136600
K17560	Glyma.12G137500
K15803	Glyma.12G138800
K08202	Glyma.12G139000
K15803	Glyma.12G140600
K14487	Glyma.12G141000
K03809	Glyma.12G141900
K08678	Glyma.12G143501
K11836	Glyma.12G146600
K00901	Glyma.12G146700
K10357	Glyma.12G147000
K02730	Glyma.12G147200
K12486	Glyma.12G147400
K02206	Glyma.12G148100
K01082	Glyma.12G148400
K15377	Glyma.12G150800
K10666	Glyma.12G151200
K03671	Glyma.12G151400
K00979	Glyma.12G151500
K05391	Glyma.12G152300
K10581	Glyma.12G153850
K02260	Glyma.12G154400
K02262	Glyma.12G155300
K03353	Glyma.12G156300
K01183	Glyma.12G156600
K10956	Glyma.12G156800
K08073	Glyma.12G157700
K19041	Glyma.12G158460
K19041	Glyma.12G158500
K00451	Glyma.12G158600
K00026	Glyma.12G159300
K12741	Glyma.12G159600
K10580	Glyma.12G161200
K01595	Glyma.12G161300
K03809	Glyma.12G161400
K00815	Glyma.12G161500
K02968	Glyma.12G162300
K08838	Glyma.12G162963
K17506	Glyma.12G163008
K08235	Glyma.12G163026
K00655	Glyma.12G163500
K08247	Glyma.12G163700
K14486	Glyma.12G164100
K03233	Glyma.12G165301
K07874	Glyma.12G165301
K07904	Glyma.12G165400
K14945	Glyma.12G165700
K14328	Glyma.12G165900
K03083	Glyma.12G166100
K06173	Glyma.12G167000
K14824	Glyma.12G167800
K10134	Glyma.12G168200
K07342	Glyma.12G168500
K09522	Glyma.12G168800
K14403	Glyma.12G168900
K02639	Glyma.12G169400
K02639	Glyma.12G169500
K02639	Glyma.12G169600
K17087	Glyma.12G169700
K14498	Glyma.12G169800
K10901	Glyma.12G170000
K00600	Glyma.12G170300
K08472	Glyma.12G171100
K08472	Glyma.12G171300
K09481	Glyma.12G171400
K08506	Glyma.12G171500
K09872	Glyma.12G172500
K04733	Glyma.12G172700
K09580	Glyma.12G172800
K03526	Glyma.12G173200
K07359	Glyma.12G173600
K15501	Glyma.12G174000
K15285	Glyma.12G174700
K06966	Glyma.12G174900
K05391	Glyma.12G175000
K01674	Glyma.12G175800
K02575	Glyma.12G176900
K13525	Glyma.12G177100
K00902	Glyma.12G177300
K14488	Glyma.12G177400
K06185	Glyma.12G177500
K09422	Glyma.12G177700
K16298	Glyma.12G177900
K08235	Glyma.12G178000
K18734	Glyma.12G178700
K04565	Glyma.12G178800
K11252	Glyma.12G179100
K01285	Glyma.12G179700
K08832	Glyma.12G179900
K16075	Glyma.12G180000
